,Property type,Size,Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress
2011,Apartment,124 m²,3,5th ,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,12-23 months,As soon as possible,35.000 kr.,1.033 kr.,105.000 kr.,105.000 kr.,246.033 kr.,16/01/2024,5413120,"Mariehamngade, 2150 København, Nordhavn  - 5th floor"
2012,House,112 m²,4,-,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,,24+ months,As soon as possible,14.000 kr.,1.800 kr.,28.000 kr.,14.000 kr.,57.800 kr.,16/01/2024,5412506,"Mørkager, 2620 København, Albertslund "
2013,House,145 m²,5,-,No,No,Yes,No,Not specified,Not specified,No,Yes,Not specified,Not specified,No,Not specified,,24+ months,As soon as possible,30.000 kr.,2.600 kr.,90.000 kr.,,122.600 kr.,16/01/2024,4864434,"Hjortekærsvej, 2800 København, Kongens Lyngby "
2014,Apartment,106 m²,3,3rd ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 March 2024,17.500 kr.,1.300 kr.,52.500 kr.,17.500 kr.,88.800 kr.,16/01/2024,4706336,"Teglholmens Østkaj, 2450 København, København SV  - 3rd floor"
2015,Apartment,33 m²,2,3rd ,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,31 March 2024,9.800 kr.,900 kr.,29.400 kr.,9.800 kr.,49.900 kr.,16/01/2024,5302659,"Finsensvej, 2000 København, Frederiksberg  - 3rd floor"
2016,Apartment,108 m²,3,Ground floor,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,Unlimited,1 May 2024,20.495 kr.,1.100 kr.,61.485 kr.,20.495 kr.,103.575 kr.,16/01/2024,5368825,"Karlskronagade, 2150 København, Nordhavn  - Ground floor"
2017,Townhouse,176 m²,7,-,Yes,No,Yes,No,Not specified,Not specified,Yes,Not specified,Yes,Yes,No,Yes,-,24+ months,1 April 2024,30.000 kr.,2.000 kr.,90.000 kr.,30.000 kr.,152.000 kr.,15/01/2024,5412824,"Svend Trøsts Vej, 1912 København, Frederiksberg C "
2018,Apartment,77 m²,2,Ground floor,No,No,No,Yes,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,12.495 kr.,1.345 kr.,37.485 kr.,12.495 kr.,63.820 kr.,15/01/2024,5412778,"Concordiavej, 2850 København, Nærum  - Ground floor"
2019,Apartment,42 m²,1,4th ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,10.100 kr.,500 kr.,30.300 kr.,10.100 kr.,51.000 kr.,15/01/2024,5412750,"Englandsvej, 2300 København, København S  - 4th floor"
2020,Apartment,35 m²,1,2nd ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,8.700 kr.,400 kr.,26.100 kr.,8.700 kr.,43.900 kr.,15/01/2024,5412749,"Irlandsvej, 2300 København, København S  - 2nd floor"
2021,Apartment,50 m²,1,4th ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,11.900 kr.,600 kr.,35.700 kr.,11.900 kr.,60.100 kr.,15/01/2024,5412718,"Englandsvej, 2300 København, København S  - 4th floor"
2022,Apartment,34 m²,1,1st ,No,No,No,Yes,No,No,No,No,No,No,No,No,,Unlimited,As soon as possible,7.400 kr.,690 kr.,22.200 kr.,7.400 kr.,37.690 kr.,15/01/2024,5412717,"Hans Knudsens Plads, 2100 København, København Ø  - 1st floor"
2023,Apartment,63 m²,2,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12.600 kr.,650 kr.,37.800 kr.,12.600 kr.,63.650 kr.,15/01/2024,5412714,"Martha Christensens Vej, 2300 København, København S  - 3rd floor"
2024,House,221 m²,6,-,No,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,,1-11 months,As soon as possible,34.000 kr.,1.000 kr.,102.000 kr.,,137.000 kr.,15/01/2024,5412706,"Esperance Allé, 2920 København, Charlottenlund "
2025,Apartment,84 m²,3,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 June 2024,12.600 kr.,850 kr.,37.800 kr.,12.600 kr.,63.850 kr.,15/01/2024,5412697,"Baltorpvej, 2750 København, Ballerup  - 2nd floor"
2026,Apartment,84 m²,3,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 June 2024,12.500 kr.,900 kr.,37.500 kr.,12.500 kr.,63.400 kr.,15/01/2024,5412694,"Baltorpvej, 2750 København, Ballerup  - 1st floor"
2027,Apartment,88 m²,3,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,12.500 kr.,950 kr.,37.500 kr.,12.500 kr.,63.450 kr.,15/01/2024,5412692,"Baltorpvej, 2750 København, Ballerup  - 1st floor"
2028,Apartment,86 m²,3,Ground floor,No,No,No,No,No,No,Yes,No,No,No,No,No,-,Unlimited,1 April 2024,12.600 kr.,1.200 kr.,37.800 kr.,12.600 kr.,64.200 kr.,15/01/2024,5412683,"Ørestads Boulevard, 2300 København, København S  - Ground floor"
2029,Apartment,120 m²,4,2nd ,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,Unlimited,1 April 2024,14.000 kr.,0 kr.,42.000 kr.,14.000 kr.,70.000 kr.,15/01/2024,5363359,"Saven A, 2630 København, Taastrup  - 2nd floor"
2030,Townhouse,146 m²,5,-,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,1-11 months,As soon as possible,25.000 kr.,2.000 kr.,50.000 kr.,0 kr.,77.000 kr.,15/01/2024,5354403,"Vesterfælledvej, 1799 København, København V "
2031,Townhouse,130 m²,4,-,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 April 2024,17.000 kr.,0 kr.,51.000 kr.,17.000 kr.,85.000 kr.,15/01/2024,5207241,"Ved Sportspladsen, 2610 København, Rødovre "
2032,Apartment,106 m²,5,2nd ,No,No,Yes,No,Not specified,Not specified,No,No,Yes,Yes,Yes,Yes,,Unlimited,1 April 2024,16.700 kr.,1.000 kr.,50.100 kr.,16.700 kr.,84.500 kr.,15/01/2024,5091249,"Richard Mortensens Vej, 2300 København, København S  - 2nd floor"
2033,Apartment,216 m²,5,1st ,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,1-11 months,As soon as possible,55.000 kr.,1.500 kr.,165.000 kr.,55.000 kr.,276.500 kr.,15/01/2024,5412552,"Esplanaden, 1263 København, København K  - 1st floor"
2034,Room,11 m²,1,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,4.500 kr.,0 kr.,4.500 kr.,4.500 kr.,13.500 kr.,14/01/2024,5253454,"Højgårdstoften, 2630 København, Taastrup "
2035,Room,10 m²,1,2nd ,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 June 2024,5.000 kr.,366 kr.,0 kr.,5.000 kr.,10.366 kr.,14/01/2024,5412394,"Voltvej, 2605 København, Brøndby  - 2nd floor"
2036,Room,16 m²,1,3rd ,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,-,1-11 months,As soon as possible,5.500 kr.,0 kr.,5.500 kr.,0 kr.,11.000 kr.,13/01/2024,5344090,"Islands Brygge, 2300 København, København S  - 3rd floor"
2037,Room,8 m²,1,-,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,,1-11 months,As soon as possible,3.790 kr.,0 kr.,7.580 kr.,0 kr.,11.370 kr.,13/01/2024,5260499,"Bakketoppen, 2830 København, Virum "
2038,Apartment,153 m²,5,1st ,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,,1-11 months,As soon as possible,35.000 kr.,0 kr.,15.000 kr.,0 kr.,50.000 kr.,12/01/2024,5412296,"H.C. Ørsteds Vej, 1879 København, Frederiksberg C  - 1st floor"
2039,Room,14 m²,1,2nd ,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,,1-11 months,As soon as possible,5.000 kr.,0 kr.,5.000 kr.,5.000 kr.,15.000 kr.,12/01/2024,5321682,"Hjørringgade, 2100 København, København Ø  - 2nd floor"
2040,Townhouse,110 m²,4,-,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,15.500 kr.,,46.500 kr.,15.500 kr.,77.500 kr.,12/01/2024,5412230,"Thors Vænge, 2635 København, Ishøj "
2041,Apartment,36 m²,1,2nd ,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,-,Unlimited,As soon as possible,5.095 kr.,450 kr.,15.285 kr.,5.095 kr.,25.925 kr.,12/01/2024,5412199,"Telegrafvej, 2750 København, Ballerup  - 2nd floor"
2042,Apartment,75 m²,2,2nd ,No,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,1-11 months,1 May 2024,13.500 kr.,800 kr.,40.500 kr.,,54.800 kr.,12/01/2024,5412185,"Indiakaj, 2300 København, København S  - 2nd floor"
2043,Apartment,95 m²,5,3rd ,No,No,No,Yes,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,17.600 kr.,1.000 kr.,52.800 kr.,17.600 kr.,89.000 kr.,12/01/2024,5412180,"Ørestads Boulevard, 2300 København, København S  - 3rd floor"
2044,Apartment,51 m²,2,1st ,No,No,No,Yes,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,11.500 kr.,550 kr.,34.500 kr.,11.500 kr.,58.050 kr.,12/01/2024,5412169,"Ørestads Boulevard, 2300 København, København S  - 1st floor"
2045,Apartment,55 m²,2,Ground floor,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,12-23 months,As soon as possible,11.399 kr.,570 kr.,22.798 kr.,11.399 kr.,46.166 kr.,12/01/2024,5409476,"Gullandsgade, 2300 København, København S  - Ground floor"
2046,Apartment,51 m²,2,1st ,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,-,12-23 months,As soon as possible,8.500 kr.,1.000 kr.,25.500 kr.,0 kr.,35.000 kr.,11/01/2024,3949301,"Kildebakkegårds Alle, 2860 København, Søborg  - 1st floor"
2047,Room,16 m²,1,4th ,No,No,No,No,No,No,Yes,No,No,No,No,No,-,Unlimited,As soon as possible,4.900 kr.,400 kr.,4.900 kr.,4.900 kr.,15.100 kr.,11/01/2024,5248886,"Finsensvej, 2000 København, Frederiksberg  - 4th floor"
2048,Room,12 m²,1,2nd ,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,6.000 kr.,0 kr.,12.000 kr.,6.000 kr.,24.000 kr.,11/01/2024,5411947,"Bernhard Bangs Alle, 2000 København, Frederiksberg  - 2nd floor"
2049,Townhouse,90 m²,4,-,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,12-23 months,As soon as possible,18.500 kr.,2.500 kr.,55.500 kr.,18.500 kr.,95.000 kr.,11/01/2024,5411939,"Klinteager, 2950 København, Vedbæk "
2050,Room,20 m²,1,2nd ,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,1-11 months,As soon as possible,6.000 kr.,0 kr.,4.000 kr.,6.000 kr.,16.000 kr.,11/01/2024,5411825,"Dalgas Have, 2000 København, Frederiksberg  - 2nd floor"
2051,Apartment,31 m²,1,1st ,No,No,No,Yes,No,No,Yes,No,No,No,No,No,-,Unlimited,As soon as possible,8.000 kr.,500 kr.,24.000 kr.,8.000 kr.,40.500 kr.,11/01/2024,5411938,"Gammel Jernbanevej, 2500 København, Valby  - 1st floor"
2052,Apartment,36 m²,1,3rd ,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,-,Unlimited,15 May 2024,5.195 kr.,450 kr.,15.585 kr.,5.195 kr.,26.425 kr.,11/01/2024,5335508,"Telegrafvej, 2750 København, Ballerup  - 3rd floor"
2053,Apartment,35 m²,1,1st ,No,No,No,Yes,No,No,No,Yes,No,No,No,No,-,Unlimited,1 April 2024,8.400 kr.,300 kr.,25.200 kr.,8.400 kr.,42.300 kr.,11/01/2024,5376466,"Teglholmsgade, 2450 København, København SV  - 1st floor"
2054,Room,10 m²,1,7th ,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,5.500 kr.,500 kr.,11.000 kr.,5.500 kr.,22.500 kr.,11/01/2024,5417221,"Belvederekaj, 2450 København, København SV  - 7th floor"
2055,Room,8 m²,1,Ground floor,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,4.000 kr.,0 kr.,12.000 kr.,0 kr.,16.000 kr.,10/01/2024,5338140,"Svenskelejren, 2700 København, Brønshøj  - Ground floor"
2056,Room,8 m²,1,1st ,No,No,No,No,No,No,Yes,No,No,No,No,No,,1-11 months,As soon as possible,4.000 kr.,0 kr.,4.000 kr.,0 kr.,8.000 kr.,10/01/2024,5036761,"Jagtvej, 2200 København, København N  - 1st floor"
2057,Apartment,123 m²,3,5th ,No,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,19.999 kr.,1.000 kr.,59.997 kr.,,80.996 kr.,10/01/2024,5411787,"Store Kongensgade, 1264 København, København K  - 5th floor"
2058,Apartment,107 m²,4,4th ,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,20.800 kr.,1.590 kr.,62.400 kr.,0 kr.,84.790 kr.,10/01/2024,5411701,"Dampfærgevej, 2100 København, København Ø  - 4th floor"
2059,Apartment,131 m²,4,1st ,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Not specified,No,Not specified,-,Unlimited,1 April 2024,19.995 kr.,450 kr.,59.985 kr.,19.995 kr.,100.425 kr.,10/01/2024,5411688,"Karen Schaks Vej, 2800 København, Kongens Lyngby  - 1st floor"
2060,Townhouse,120 m²,4,-,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,16.990 kr.,1.200 kr.,50.970 kr.,16.990 kr.,86.150 kr.,10/01/2024,5411685,"Lykkens Minde, 2860 København, Søborg "
2061,Townhouse,120 m²,4,-,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,16.990 kr.,1.200 kr.,50.970 kr.,16.990 kr.,86.150 kr.,10/01/2024,5411682,"Lykkens Minde, 2860 København, Søborg "
2062,House,128 m²,4,-,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,,24+ months,As soon as possible,30.000 kr.,2.000 kr.,90.000 kr.,0 kr.,122.000 kr.,10/01/2024,5411635,"Ingeborgvej, 2900 København, Hellerup "
2063,Apartment,40 m²,2,2nd ,Yes,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,,24+ months,1 April 2024,9.800 kr.,500 kr.,29.400 kr.,,39.700 kr.,10/01/2024,4233999,"Landskronagade, 2100 København, København Ø  - 2nd floor"
2064,Apartment,50 m²,1,3rd ,Yes,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,12.900 kr.,600 kr.,38.700 kr.,,52.200 kr.,10/01/2024,4926020,"Knabrostræde, 1210 København, København K  - 3rd floor"
2065,Apartment,27 m²,1,2nd ,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,,Unlimited,As soon as possible,5.646 kr.,580 kr.,11.292 kr.,5.646 kr.,23.164 kr.,10/01/2024,5411605,"Tobaksvejen, 2860 København, Søborg  - 2nd floor"
2066,Apartment,75 m²,3,3rd ,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,-,12-23 months,As soon as possible,15.000 kr.,800 kr.,45.000 kr.,15.000 kr.,75.800 kr.,10/01/2024,5184170,"Sundholmsvej, 2300 København, København S  - 3rd floor"
2067,Apartment,27 m²,1,2nd ,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,,Unlimited,As soon as possible,5.646 kr.,580 kr.,11.292 kr.,5.646 kr.,23.164 kr.,10/01/2024,5220643,"Tobaksvejen, 2860 København, Søborg  - 2nd floor"
2068,House,129 m²,4,-,No,No,Yes,No,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,50.000 kr.,,150.000 kr.,50.000 kr.,250.000 kr.,10/01/2024,5372012,"Strandvejen, 2920 København, Charlottenlund "
2069,Apartment,62 m²,2,6th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,13.100 kr.,650 kr.,39.300 kr.,13.100 kr.,66.150 kr.,10/01/2024,5411602,"Ørestads Boulevard, 2300 København, København S  - 6th floor"
2070,Apartment,62 m²,2,5th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12.800 kr.,650 kr.,38.400 kr.,12.800 kr.,64.650 kr.,10/01/2024,5411601,"Ørestads Boulevard, 2300 København, København S  - 5th floor"
2071,Apartment,88 m²,3,-,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,-,Unlimited,As soon as possible,14.900 kr.,1.500 kr.,44.700 kr.,14.900 kr.,76.000 kr.,09/01/2024,5411515,"Fortvej, 2610 København, Rødovre "
2072,Room,15 m²,1,7th ,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,12-23 months,As soon as possible,8.000 kr.,0 kr.,24.000 kr.,0 kr.,32.000 kr.,09/01/2024,5410978,"Edvard Thomsens Vej, 2300 København, København S  - 7th floor"
2073,Room,15 m²,1,-,Yes,No,No,No,No,No,No,No,No,No,No,No,-,1-11 months,As soon as possible,4.500 kr.,0 kr.,9.000 kr.,0 kr.,13.500 kr.,09/01/2024,5410001,"Gammelgårdsvej, 2730 København, Herlev "
2074,Apartment,80 m²,1,3rd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 March 2024,16.950 kr.,1.000 kr.,50.850 kr.,16.950 kr.,85.750 kr.,09/01/2024,5296376,"Islands Brygge, 2300 København, København S  - 3rd floor"
2075,Apartment,124 m²,5,4th ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,18.495 kr.,850 kr.,55.485 kr.,18.495 kr.,93.325 kr.,09/01/2024,5411466,"Ålekistevej, 2720 København, Vanløse  - 4th floor"
2076,Apartment,124 m²,5,2nd ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,15 April 2024,22.845 kr.,650 kr.,68.535 kr.,22.845 kr.,114.875 kr.,09/01/2024,5410913,"Bådehavnsgade, 2450 København, København SV  - 2nd floor"
2077,Apartment,93 m²,3,4th ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,15 April 2024,17.664 kr.,500 kr.,52.992 kr.,17.664 kr.,88.820 kr.,09/01/2024,5410911,"Bådehavnsgade, 2450 København, København SV  - 4th floor"
2078,Apartment,124 m²,5,4th ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,15 April 2024,22.945 kr.,650 kr.,68.835 kr.,22.945 kr.,115.375 kr.,09/01/2024,5410898,"Bådehavnsgade, 2450 København, København SV  - 4th floor"
2079,Apartment,93 m²,3,1st ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,15 April 2024,17.464 kr.,500 kr.,52.392 kr.,17.464 kr.,87.820 kr.,09/01/2024,5410906,"Bådehavnsgade, 2450 København, København SV  - 1st floor"
2080,Apartment,124 m²,5,5th ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,Unlimited,15 April 2024,22.995 kr.,650 kr.,68.985 kr.,22.995 kr.,115.625 kr.,09/01/2024,5410896,"Bådehavnsgade, 2450 København, København SV  - 5th floor"
2081,Apartment,93 m²,3,3rd ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,15 April 2024,17.564 kr.,500 kr.,52.692 kr.,17.564 kr.,88.320 kr.,09/01/2024,5410892,"Bådehavnsgade, 2450 København, København SV  - 3rd floor"
2082,Apartment,124 m²,5,Ground floor,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,15 April 2024,22.611 kr.,650 kr.,67.833 kr.,22.611 kr.,113.705 kr.,09/01/2024,5410890,"Bådehavnsgade, 2450 København, København SV  - Ground floor"
2083,Apartment,93 m²,3,Ground floor,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,15 April 2024,17.464 kr.,500 kr.,52.392 kr.,17.464 kr.,87.820 kr.,09/01/2024,5410887,"Bådehavnsgade, 2450 København, København SV  - Ground floor"
2084,Apartment,124 m²,5,1st ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,15 April 2024,22.795 kr.,650 kr.,68.385 kr.,22.795 kr.,114.625 kr.,09/01/2024,5410884,"Bådehavnsgade, 2450 København, København SV  - 1st floor"
2085,Apartment,82 m²,3,1st ,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,-,24+ months,1 April 2024,16.000 kr.,1.000 kr.,48.000 kr.,16.000 kr.,81.000 kr.,09/01/2024,5411443,"Allegade, 2000 København, Frederiksberg  - 1st floor"
2086,Room,20 m²,1,3rd ,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,,Unlimited,As soon as possible,4.000 kr.,0 kr.,4.000 kr.,0 kr.,8.000 kr.,09/01/2024,3557185,"Store Mølle Vej, 2300 København, København S  - 3rd floor"
2087,Room,20 m²,1,-,No,No,No,No,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,5.000 kr.,0 kr.,10.000 kr.,5.000 kr.,20.000 kr.,09/01/2024,5408842,"Strandlyst Alle, 2650 København, Hvidovre "
2088,Apartment,82 m²,3,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.300 kr.,950 kr.,33.900 kr.,11.300 kr.,57.450 kr.,09/01/2024,5411382,"Jens Kofoeds Gade, 2630 København, Taastrup  - Ground floor"
2089,Apartment,128 m²,4,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 June 2024,16.500 kr.,1.350 kr.,49.500 kr.,16.500 kr.,83.850 kr.,09/01/2024,5411377,"Baltorpvej, 2750 København, Ballerup  - Ground floor"
2090,Apartment,84 m²,3,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 June 2024,12.600 kr.,850 kr.,37.800 kr.,12.600 kr.,63.850 kr.,09/01/2024,5411375,"Baltorpvej, 2750 København, Ballerup  - 2nd floor"
2091,Apartment,88 m²,3,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,11.900 kr.,900 kr.,35.700 kr.,11.900 kr.,60.400 kr.,09/01/2024,5411374,"Baltorpvej, 2750 København, Ballerup  - Ground floor"
2092,Apartment,162 m²,5,Ground floor,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,,24+ months,9 May 2024,22.500 kr.,1.000 kr.,67.500 kr.,67.500 kr.,158.500 kr.,09/01/2024,5410753,"Ved Vænget, 2100 København, København Ø  - Ground floor"
2093,Apartment,128 m²,4,5th ,Yes,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,18.500 kr.,1.150 kr.,55.500 kr.,0 kr.,75.150 kr.,09/01/2024,5251457,"H.C. Ørsteds Vej, 1879 København, Frederiksberg C  - 5th floor"
2094,Apartment,67 m²,3,1st ,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,-,1-11 months,As soon as possible,7.500 kr.,1.000 kr.,22.500 kr.,15.000 kr.,46.000 kr.,08/01/2024,5389743,"Islevhusvej, 2700 København, Brønshøj  - 1st floor"
2095,Apartment,127 m²,4,4th ,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,19.750 kr.,1.470 kr.,59.250 kr.,19.750 kr.,100.220 kr.,08/01/2024,4921580,"Artillerivej, 2300 København, København S  - 4th floor"
2096,Apartment,76 m²,2,Ground floor,No,No,No,No,No,No,No,No,No,No,No,No,,Unlimited,15 June 2024,9.650 kr.,1.089 kr.,28.950 kr.,9.650 kr.,49.339 kr.,08/01/2024,5314631,"Egebjerg Bygade, 2750 København, Ballerup  - Ground floor"
2097,Apartment,76 m²,2,Ground floor,No,No,No,No,No,No,No,No,No,No,No,No,,Unlimited,As soon as possible,9.650 kr.,847 kr.,28.950 kr.,9.650 kr.,49.097 kr.,08/01/2024,5259730,"Egebjerg Bygade, 2750 København, Ballerup  - Ground floor"
2098,Room,28 m²,1,1st ,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,As soon as possible,7.408 kr.,0 kr.,22.224 kr.,0 kr.,29.632 kr.,08/01/2024,5411207,"Finsensvej, 2000 København, Frederiksberg  - 1st floor"
2099,Apartment,35 m²,1,Ground floor,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,8.600 kr.,400 kr.,25.800 kr.,8.600 kr.,43.400 kr.,08/01/2024,5411199,"Irlandsvej, 2300 København, København S  - Ground floor"
2100,Apartment,45 m²,1,2nd ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,9.900 kr.,550 kr.,29.700 kr.,9.900 kr.,50.050 kr.,08/01/2024,5411198,"Irlandsvej, 2300 København, København S  - 2nd floor"
2101,Apartment,91 m²,3,10th ,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,15.000 kr.,950 kr.,45.000 kr.,15.000 kr.,75.950 kr.,08/01/2024,5411175,"Ørestads Boulevard, 2300 København, København S  - 10th floor"
2102,Apartment,35 m²,1,Ground floor,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,8.600 kr.,400 kr.,25.800 kr.,8.600 kr.,43.400 kr.,08/01/2024,5411172,"Irlandsvej, 2300 København, København S  - Ground floor"
2103,Apartment,88 m²,4,Ground floor,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,,12-23 months,As soon as possible,19.000 kr.,0 kr.,57.000 kr.,19.000 kr.,95.000 kr.,08/01/2024,5424871,"Rådhusvej, 2920 København, Charlottenlund  - Ground floor"
2104,Apartment,44 m²,1,1st ,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,8.440 kr.,500 kr.,25.320 kr.,8.440 kr.,42.700 kr.,08/01/2024,5050503,"Theklavej, 2400 København, København NV  - 1st floor"
2105,Room,15 m²,1,-,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,-,Unlimited,As soon as possible,4.900 kr.,0 kr.,9.800 kr.,0 kr.,14.700 kr.,08/01/2024,5410570,"Tjørnevej, 2800 København, Kongens Lyngby "
