,Property type,Size,Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress
89,Room,23 m²,1,1st ,No,No,No,Yes,No,Yes,Yes,Yes,Not specified,Yes,Not specified,Yes,,Unlimited,1 April 2024,2.590 kr.,2.590 kr.,7.770 kr.,2.590 kr.,15.540 kr.,20/03/2024,5427189,"Persillehaven, 2730 København, Herlev  - 1st floor"
90,Room,12 m²,1,Ground floor,No,No,No,No,No,No,No,No,Not specified,Yes,Not specified,Yes,-,Unlimited,1 May 2024,3.600 kr.,0 kr.,10.800 kr.,0 kr.,14.400 kr.,20/03/2024,5427177,"H.P. Ørums Gade, 2100 København, København Ø  - Ground floor"
91,Room,12 m²,1,-,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,-,1-11 months,1 April 2024,5.275 kr.,250 kr.,5.275 kr.,5.275 kr.,16.075 kr.,20/03/2024,5427127,"Gothersgade, 1123 København, København K "
92,Room,18 m²,1,4th ,Yes,No,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,,1-11 months,1 April 2024,5.500 kr.,0 kr.,5.500 kr.,0 kr.,11.000 kr.,20/03/2024,5427230,"Peter Bangs Vej, 2000 København, Frederiksberg  - 4th floor"
93,Apartment,42 m²,1,1st ,No,No,No,Yes,No,Yes,No,Yes,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 April 2024,4.144 kr.,895 kr.,0 kr.,0 kr.,5.039 kr.,20/03/2024,5427229,"Gemmas Alle, 2770 København, Kastrup  - 1st floor"
94,Apartment,85 m²,3,4th ,No,No,No,Yes,Yes,Not specified,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,12.795 kr.,900 kr.,38.385 kr.,,52.080 kr.,20/03/2024,5427231,"Aage Knudsens Strøg, 2610 København, Rødovre  - 4th floor"
95,Apartment,68 m²,2,2nd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,12.500 kr.,800 kr.,37.500 kr.,12.500 kr.,63.300 kr.,20/03/2024,5323787,"Else Alfelts Vej, 2300 København, København S  - 2nd floor"
96,Apartment,108 m²,3,2nd ,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,Unlimited,1 June 2024,20.700 kr.,825 kr.,62.100 kr.,0 kr.,83.625 kr.,20/03/2024,5427226,"Mariendalsvej, 2000 København, Frederiksberg  - 2nd floor"
97,Apartment,85 m²,3,4th ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 July 2024,12.795 kr.,900 kr.,38.385 kr.,12.795 kr.,64.875 kr.,20/03/2024,5427224,"Aage Knudsens Strøg, 2610 København, Rødovre  - 4th floor"
98,Apartment,51 m²,2,1st ,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,15 April 2024,6.719 kr.,600 kr.,20.157 kr.,6.719 kr.,34.195 kr.,20/03/2024,5363899,"Brønshøjgårdvej, 2700 København, Brønshøj  - 1st floor"
99,Apartment,122 m²,3,2nd ,No,No,No,Yes,Not specified,Not specified,Yes,No,Yes,No,No,No,-,Unlimited,31 May 2024,20.800 kr.,1.000 kr.,62.400 kr.,20.800 kr.,105.000 kr.,20/03/2024,5427222,"Vejlegade, 2100 København, København Ø  - 2nd floor"
100,Room,15 m²,1,2nd ,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,,12-23 months,1 April 2024,6.400 kr.,0 kr.,6.400 kr.,6.400 kr.,19.200 kr.,20/03/2024,5427217,"Ryesgade, 2100 København, København Ø  - 2nd floor"
101,Apartment,66 m²,2,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,15 April 2024,13.750 kr.,830 kr.,41.250 kr.,13.750 kr.,69.580 kr.,20/03/2024,5251153,"Amager Strandvej, 2300 København, København S  - 1st floor"
102,Apartment,10 m²,1,4th ,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,,12-23 months,1 April 2024,4.700 kr.,0 kr.,4.700 kr.,4.700 kr.,14.100 kr.,20/03/2024,5427211,"Bevtoftgade, 1736 København, København V  - 4th floor"
103,Apartment,113 m²,3,3rd ,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,,24+ months,As soon as possible,19.500 kr.,1.250 kr.,58.500 kr.,58.500 kr.,137.750 kr.,20/03/2024,5399177,"Studiestræde, 1455 København, København K  - 3rd floor"
104,Townhouse,118 m²,5,-,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 July 2024,14.750 kr.,0 kr.,44.250 kr.,14.750 kr.,73.750 kr.,20/03/2024,5427208,"Lækrogen, 2620 København, Albertslund "
105,Apartment,176 m²,4,2nd ,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,,24+ months,As soon as possible,25.700 kr.,1.850 kr.,77.100 kr.,77.100 kr.,181.750 kr.,20/03/2024,5399185,"Studiestræde, 1455 København, København K  - 2nd floor"
106,Townhouse,119 m²,5,-,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 June 2024,15.470 kr.,0 kr.,46.410 kr.,15.470 kr.,77.350 kr.,20/03/2024,5427205,"Promenaden, 2625 København, Vallensbæk "
107,Apartment,105 m²,2,2nd ,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,-,24+ months,1 May 2024,15.900 kr.,900 kr.,47.700 kr.,0 kr.,64.500 kr.,20/03/2024,5223610,"Islands Brygge, 2300 København, København S  - 2nd floor"
108,Townhouse,279 m²,7,-,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,24+ months,1 June 2024,68.000 kr.,3.500 kr.,204.000 kr.,0 kr.,275.500 kr.,20/03/2024,5427203,"Galionsvej, 1437 København, København K "
109,Townhouse,127 m²,5,-,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 June 2024,15.240 kr.,0 kr.,45.720 kr.,15.240 kr.,76.200 kr.,20/03/2024,5306190,"Lækrogen, 2620 København, Albertslund "
110,Apartment,220 m²,5,2nd ,No,Yes,No,Not specified,Not specified,Not specified,Yes,Not specified,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,35.000 kr.,1.500 kr.,105.000 kr.,70.000 kr.,211.500 kr.,20/03/2024,5427202,"Østerbrogade, 2100 København, København Ø  - 2nd floor"
111,Apartment,82 m²,3,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,31 March 2024,11.400 kr.,900 kr.,34.200 kr.,11.400 kr.,57.900 kr.,20/03/2024,5427201,"Jens Kofoeds Gade, 2630 København, Taastrup  - 3rd floor"
112,Apartment,67 m²,2,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,31 December 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,20/03/2024,5427200,"Jens Kofoeds Gade, 2630 København, Taastrup  - 2nd floor"
113,Room,12 m²,1,4th ,No,No,No,No,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,,1-11 months,1 May 2024,5.800 kr.,700 kr.,6.500 kr.,0 kr.,13.000 kr.,20/03/2024,5427025,"Sigynsgade, 2200 København, København N  - 4th floor"
114,Apartment,23 m²,1,2nd ,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,2 June 2024,7.000 kr.,300 kr.,21.000 kr.,7.000 kr.,35.300 kr.,20/03/2024,5266082,"C.F. Richs Vej, 2000 København, Frederiksberg  - 2nd floor"
115,Apartment,26 m²,1,3rd ,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,27 April 2024,7.300 kr.,300 kr.,21.900 kr.,7.300 kr.,36.800 kr.,20/03/2024,5427194,"C.F. Richs Vej, 2000 København, Frederiksberg  - 3rd floor"
116,Apartment,90 m²,3,3rd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,1 July 2024,13.500 kr.,1.000 kr.,40.500 kr.,13.500 kr.,68.500 kr.,20/03/2024,5427188,"Robert Jacobsens Vej, 2300 København, København S  - 3rd floor"
117,Apartment,100 m²,3,4th ,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,24+ months,As soon as possible,19.200 kr.,1.250 kr.,57.600 kr.,57.600 kr.,135.650 kr.,20/03/2024,5399181,"Studiestræde, 1455 København, København K  - 4th floor"
118,Apartment,103 m²,3,4th ,No,Yes,Yes,Yes,Not specified,Not specified,Yes,Not specified,Yes,No,Not specified,Not specified,-,Unlimited,1 July 2024,16.150 kr.,1.100 kr.,48.450 kr.,16.150 kr.,81.850 kr.,20/03/2024,3282977,"Dieselvej, 2450 København, København SV  - 4th floor"
119,Apartment,81 m²,3,1st ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,1 July 2024,13.905 kr.,850 kr.,41.715 kr.,13.905 kr.,70.375 kr.,20/03/2024,5427174,"Richard Mortensens Vej, 2300 København, København S  - 1st floor"
120,Apartment,84 m²,3,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,30 April 2024,11.500 kr.,950 kr.,34.500 kr.,11.500 kr.,58.450 kr.,20/03/2024,5427170,"Jens Kofoeds Gade, 2630 København, Taastrup  - 3rd floor"
121,Apartment,70 m²,2,2nd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10.500 kr.,995 kr.,31.500 kr.,10.500 kr.,53.495 kr.,20/03/2024,5395550,"Kirkebjerg Parkvej, 2605 København, Brøndby  - 2nd floor"
122,Apartment,84 m²,2,Ground floor,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,1 July 2024,13.595 kr.,600 kr.,40.785 kr.,27.190 kr.,82.170 kr.,20/03/2024,5399204,"Teglholmsgade, 2450 København, København SV  - Ground floor"
123,Apartment,76 m²,3,2nd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 June 2024,11.400 kr.,995 kr.,34.200 kr.,11.400 kr.,57.995 kr.,20/03/2024,5427162,"Kirkebjerg Tværvej, 2605 København, Brøndby  - 2nd floor"
124,Apartment,100 m²,4,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,13.900 kr.,1.090 kr.,41.700 kr.,0 kr.,56.690 kr.,20/03/2024,5427135,"Amperestien, 2605 København, Brøndby  - 2nd floor"
125,Apartment,67 m²,2,1st ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 April 2024,9.380 kr.,995 kr.,28.140 kr.,9.380 kr.,47.895 kr.,20/03/2024,5427116,"Rønnebygade, 2630 København, Taastrup  - 1st floor"
126,Room,12 m²,1,Ground floor,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,Not specified,Yes,,12-23 months,As soon as possible,3.700 kr.,0 kr.,3.700 kr.,3.700 kr.,11.100 kr.,20/03/2024,5326495,"Knabstrupvej, 2700 København, Brønshøj  - Ground floor"
127,Apartment,38 m²,1,5th ,No,No,No,Yes,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,,12-23 months,1 April 2024,7.000 kr.,0 kr.,21.000 kr.,0 kr.,28.000 kr.,20/03/2024,5260418,"Bagsværd Hovedgade, 2880 København, Bagsværd  - 5th floor"
128,Room,28 m²,1,-,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,,12-23 months,1 June 2024,7.000 kr.,0 kr.,7.000 kr.,0 kr.,14.000 kr.,20/03/2024,5404608,"Sømarksvej, 2900 København, Hellerup "
129,Apartment,61 m²,2,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,10.900 kr.,1.000 kr.,32.700 kr.,10.900 kr.,55.500 kr.,20/03/2024,5427099,"Sømose Hegn, 2750 København, Ballerup  - 2nd floor"
130,Apartment,116 m²,3,2nd ,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,1-11 months,1 May 2024,25.000 kr.,1.000 kr.,25.000 kr.,25.000 kr.,76.000 kr.,20/03/2024,5426503,"Islands Brygge, 2300 København, København S  - 2nd floor"
131,Apartment,100 m²,4,3rd ,No,Yes,No,Yes,Not specified,Not specified,Yes,Yes,Yes,Not specified,Not specified,Not specified,-,Unlimited,1 July 2024,17.000 kr.,900 kr.,51.000 kr.,51.000 kr.,119.900 kr.,20/03/2024,3098822,"Tranevej, 2400 København, København NV  - 3rd floor"
132,Townhouse,120 m²,4,-,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,1-11 months,1 July 2024,16.000 kr.,0 kr.,16.000 kr.,16.000 kr.,48.000 kr.,20/03/2024,5417730,"Rugtoften, 2880 København, Bagsværd "
133,Apartment,69 m²,3,3rd ,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,-,1-11 months,1 July 2024,20.000 kr.,0 kr.,10.000 kr.,0 kr.,30.000 kr.,20/03/2024,5198465,"Jagtvej, 2200 København, København N  - 3rd floor"
134,Apartment,98 m²,4,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,13.500 kr.,1.200 kr.,40.500 kr.,13.500 kr.,68.700 kr.,20/03/2024,5398516,"Postgrunden, 2750 København, Ballerup  - 2nd floor"
135,Apartment,37 m²,1,Ground floor,No,No,No,Yes,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 July 2024,8.000 kr.,450 kr.,24.000 kr.,24.000 kr.,56.450 kr.,20/03/2024,3872133,"Lærkevej, 2400 København, København NV  - Ground floor"
136,Apartment,69 m²,2,1st ,Yes,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,-,1-11 months,1 May 2024,12.000 kr.,0 kr.,36.000 kr.,12.000 kr.,60.000 kr.,20/03/2024,5171382,"Bjarkesvej, 2000 København, Frederiksberg  - 1st floor"
137,Room,15 m²,1,3rd ,Yes,No,No,Yes,No,No,No,No,No,No,No,No,-,1-11 months,1 April 2024,6.000 kr.,0 kr.,6.000 kr.,0 kr.,12.000 kr.,20/03/2024,5143534,"Amagerbrogade, 2300 København, København S  - 3rd floor"
138,Apartment,36 m²,1,Ground floor,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Not specified,Not specified,,12-23 months,As soon as possible,13.292 kr.,575 kr.,39.876 kr.,39.876 kr.,93.619 kr.,20/03/2024,5427001,"Midtermolen, 2100 København, København Ø  - Ground floor"
139,Apartment,87 m²,2,2nd ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Not specified,Yes,Not specified,,Unlimited,As soon as possible,11.900 kr.,800 kr.,35.700 kr.,11.900 kr.,60.300 kr.,20/03/2024,5427067,"Gammel Køge Landevej, 2650 København, Hvidovre  - 2nd floor"
140,Room,13 m²,1,Ground floor,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,24+ months,1 May 2024,6.250 kr.,500 kr.,18.000 kr.,0 kr.,24.750 kr.,19/03/2024,5416891,"C.F. Møllers Allé, 2300 København, København S  - Ground floor"
141,Apartment,60 m²,2,1st ,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Not specified,Not specified,,1-11 months,5 April 2024,14.990 kr.,499 kr.,14.500 kr.,0 kr.,29.989 kr.,19/03/2024,5427009,"gammel vartovvej, 2900 København, Hellerup  - 1st floor"
142,Apartment,32 m²,1,2nd ,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,15 April 2024,8.950 kr.,400 kr.,26.850 kr.,8.950 kr.,45.150 kr.,19/03/2024,5396458,"Hermodsgade, 2200 København, København N  - 2nd floor"
143,Apartment,101 m²,3,4th ,No,No,Yes,No,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,22.500 kr.,1.500 kr.,67.500 kr.,22.500 kr.,114.000 kr.,19/03/2024,5426987,"Åbenrå, 1124 København, København K  - 4th floor"
144,Apartment,110 m²,3,2nd ,No,No,No,No,No,No,No,Yes,No,No,No,No,,Unlimited,15 April 2024,15.000 kr.,1.100 kr.,45.000 kr.,15.000 kr.,76.100 kr.,19/03/2024,5348875,"Lyngby Hovedgade, 2800 København, Kongens Lyngby  - 2nd floor"
145,Apartment,25 m²,1,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426983,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
146,Apartment,60 m²,2,2nd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,13.650 kr.,700 kr.,40.950 kr.,13.650 kr.,68.950 kr.,19/03/2024,5426975,"Strandlodsvej, 2300 København, København S  - 2nd floor"
147,Apartment,146 m²,4,1st ,No,No,No,Yes,No,No,No,No,Not specified,Not specified,No,Not specified,-,24+ months,1 July 2024,29.500 kr.,1.400 kr.,88.500 kr.,29.500 kr.,148.900 kr.,19/03/2024,5426973,"Klerkegade, 1308 København, København K  - 1st floor"
148,Apartment,101 m²,4,1st ,Yes,No,No,Yes,No,No,Yes,No,Not specified,Not specified,No,Not specified,-,12-23 months,1 June 2024,19.000 kr.,,57.000 kr.,0 kr.,76.000 kr.,19/03/2024,5426968,"Helsinkigade, 2150 København, Nordhavn  - 1st floor"
149,Apartment,29 m²,1,1st ,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,As soon as possible,7.800 kr.,750 kr.,23.400 kr.,7.800 kr.,39.750 kr.,19/03/2024,5263699,"Vanløse Allé, 2720 København, Vanløse  - 1st floor"
150,Room,17 m²,1,2nd ,Yes,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,5.900 kr.,0 kr.,5.900 kr.,5.900 kr.,17.700 kr.,19/03/2024,4416805,"Applebys Plads, 1411 København, København K  - 2nd floor"
151,Apartment,55 m²,2,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,12.300 kr.,550 kr.,36.900 kr.,12.300 kr.,62.050 kr.,19/03/2024,5199883,"Dea Trier Mørchs Vej, 2300 København, København S  - 3rd floor"
152,Apartment,101 m²,3,4th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 March 2024,19.600 kr.,1.000 kr.,58.800 kr.,19.600 kr.,99.000 kr.,19/03/2024,4762683,"Drechselsgade, 2300 København, København S  - 4th floor"
153,Apartment,74 m²,2,6th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.100 kr.,850 kr.,33.300 kr.,11.100 kr.,56.350 kr.,19/03/2024,5426965,"Høje Taastrup Boulevard, 2630 København, Taastrup  - 6th floor"
154,Apartment,118 m²,4,2nd ,Yes,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,1-11 months,1 May 2024,15.000 kr.,0 kr.,45.000 kr.,15.000 kr.,75.000 kr.,19/03/2024,5426899,"Nørrebrogade, 2200 København, København N  - 2nd floor"
155,Apartment,71 m²,2,1st ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 July 2024,13.950 kr.,600 kr.,41.850 kr.,13.950 kr.,70.350 kr.,19/03/2024,5247951,"Lindgreens Allé, 2300 København, København S  - 1st floor"
156,Townhouse,84 m²,3,-,No,No,Yes,No,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 July 2024,13.950 kr.,1.200 kr.,41.850 kr.,13.950 kr.,70.950 kr.,19/03/2024,4765152,"Langkildevej, 2650 København, Hvidovre "
157,Apartment,135 m²,4,1st ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 June 2024,21.500 kr.,1.550 kr.,64.500 kr.,0 kr.,87.550 kr.,19/03/2024,5426950,"Ved Stigbordene, 2450 København, København SV  - 1st floor"
158,Apartment,84 m²,3,1st ,No,No,Yes,Yes,Yes,Not specified,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,12.595 kr.,900 kr.,37.785 kr.,,51.280 kr.,19/03/2024,5426947,"Aage Knudsens Strøg, 2610 København, Rødovre  - 1st floor"
159,Apartment,31 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,8.600 kr.,300 kr.,17.200 kr.,17.200 kr.,43.300 kr.,19/03/2024,5255925,"Stadens Vænge, 2100 København, København Ø  - 3rd floor"
160,Room,16 m²,1,1st ,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 May 2024,5.761 kr.,0 kr.,17.283 kr.,0 kr.,23.044 kr.,19/03/2024,5299443,"Buddinge Hovedgade, 2860 København, Søborg  - 1st floor"
161,Apartment,118 m²,4,1st ,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,24+ months,15 May 2024,25.000 kr.,2.000 kr.,75.000 kr.,0 kr.,102.000 kr.,19/03/2024,5426940,"Hellerupvej, 2900 København, Hellerup  - 1st floor"
162,Apartment,101 m²,3,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,31 May 2024,14.500 kr.,1.100 kr.,43.500 kr.,14.500 kr.,73.600 kr.,19/03/2024,5426939,"Elstarvej, 2500 København, Valby  - Ground floor"
163,Apartment,83 m²,3,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,31 May 2024,13.900 kr.,800 kr.,41.700 kr.,13.900 kr.,70.300 kr.,19/03/2024,5246115,"Gyngemose Parkvej, 2860 København, Søborg  - Ground floor"
164,Apartment,98 m²,4,4th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,31 May 2024,14.900 kr.,800 kr.,44.700 kr.,14.900 kr.,75.300 kr.,19/03/2024,4598112,"Gyngemose Parkvej, 2860 København, Søborg  - 4th floor"
165,Apartment,84 m²,3,1st ,No,No,No,Yes,Yes,Not specified,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,1 July 2024,12.595 kr.,900 kr.,37.785 kr.,12.595 kr.,63.875 kr.,19/03/2024,5276508,"Aage Knudsens Strøg, 2610 København, Rødovre  - 1st floor"
166,Apartment,27 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,6.000 kr.,400 kr.,18.000 kr.,6.000 kr.,30.400 kr.,19/03/2024,5426931,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
167,Apartment,27 m²,1,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,6.000 kr.,400 kr.,18.000 kr.,6.000 kr.,30.400 kr.,19/03/2024,5426930,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
168,Apartment,27 m²,1,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,6.000 kr.,400 kr.,18.000 kr.,6.000 kr.,30.400 kr.,19/03/2024,5426929,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
169,Apartment,27 m²,1,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,6.000 kr.,400 kr.,18.000 kr.,6.000 kr.,30.400 kr.,19/03/2024,5426928,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
170,Apartment,23 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426927,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
171,Apartment,132 m²,4,1st ,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,-,Unlimited,1 June 2024,20.000 kr.,1.700 kr.,60.000 kr.,20.000 kr.,101.700 kr.,19/03/2024,5297429,"Alliancevej, 2450 København, København SV  - 1st floor"
172,Apartment,23 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426926,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
173,Apartment,23 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426925,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
174,Apartment,25 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426924,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
175,Apartment,24 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426923,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
176,Apartment,24 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426922,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
177,Apartment,24 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426921,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
178,Apartment,23 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426920,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
179,Apartment,22 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426919,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
180,Apartment,22 m²,1,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426918,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
