Property type,Rooms,Floor,Furnished,Balcony,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,district
Apartment,1,1,No,Yes,2024-05-31,7700,735,23100,7700,39235,2024-03-04,Valby
Room,1,0,Yes,No,2024-06-01,5900,400,12000,5900,24200,2024-03-07,Østerbro
Apartment,4,1,Yes,Yes,2024-06-01,19500,750,58500,0,78750,2024-03-06,Vesterbro-Kongens Enghave
Apartment,2,2,No,No,2024-04-14,13250,250,39750,13250,66500,2024-03-06,Valby
Apartment,1,0,No,No,2024-04-30,7800,750,23400,7800,39750,2024-03-06,Vanløse
Apartment,3,3,No,Yes,2024-05-01,24800,1700,74400,24800,125700,2024-03-06,Indre By
Apartment,1,2,No,No,2024-04-15,10750,600,32250,10750,54350,2024-03-06,Vanløse
Apartment,1,3,No,No,2024-05-01,10600,450,21200,10600,42850,2024-03-05,Indre By
Townhouse,6,0,Yes,No,2024-07-15,28500,,85500,,114000,2024-03-05,Indre By
Apartment,3,5,No,No,2024-05-15,20800,1200,62400,0,84400,2024-03-05,Østerbro
Apartment,1,4,No,No,2024-06-30,8850,503,26550,8850,44753,2024-03-05,Vesterbro-Kongens Enghave
Apartment,3,3,No,Yes,2024-05-31,14850,850,44550,14850,75100,2024-03-04,Valby
Room,1,1,Yes,No,2024-04-01,5500,0,11000,0,16500,2024-03-05,Bispebjerg
Apartment,2,3,No,Yes,2024-07-01,15495,1000,46485,15495,78475,2024-03-04,Amager Vest
Apartment,1,2,No,No,2024-05-01,8100,550,24300,8100,41050,2024-03-04,Vesterbro-Kongens Enghave
Apartment,1,2,No,Yes,2024-06-01,8000,500,24000,8000,40500,2024-03-04,Valby
Apartment,1,0,No,No,2024-07-01,8300,400,24900,8300,41900,2024-03-04,Vesterbro-Kongens Enghave
Apartment,2,5,No,Yes,2024-06-14,13200,750,39600,13200,66750,2024-03-04,Valby
Apartment,1,5,Yes,No,2024-06-30,8450,400,25350,8450,42650,2024-03-04,Vesterbro-Kongens Enghave
Apartment,1,2,No,No,2024-06-01,8395,500,25185,8395,42475,2024-03-04,Bispebjerg
Apartment,1,8,Yes,Yes,2024-04-15,10200,798,20400,0,31398,2024-03-04,Vesterbro-Kongens Enghave
Apartment,1,12,Yes,Yes,2024-04-15,9300,798,18600,0,28698,2024-03-04,Vesterbro-Kongens Enghave
Apartment,1,10,Yes,Yes,2024-04-15,9300,798,18600,0,28698,2024-03-04,Vesterbro-Kongens Enghave
Apartment,1,1,Yes,No,2024-06-30,8150,400,24450,8150,41150,2024-03-04,Vesterbro-Kongens Enghave
Apartment,1,1,No,No,2024-04-01,8100,550,24300,8100,41050,2024-03-04,Vesterbro-Kongens Enghave
Apartment,1,1,No,No,2024-04-01,8050,550,24150,8050,40800,2024-03-04,Vesterbro-Kongens Enghave
Room,1,5,Yes,No,2024-04-01,6500,1000,11000,6500,25000,2024-03-02,Østerbro
Room,1,2,Yes,No,2024-07-01,4900,500,14700,4900,25000,2024-03-02,Østerbro
Apartment,2,1,Yes,Yes,2024-04-01,10500,1175,31500,10500,53675,2024-03-01,Indre By
Apartment,1,1,No,Yes,2024-05-01,8000,500,24000,8000,40500,2024-02-29,Valby
Apartment,1,4,No,Yes,2024-06-01,8050,500,24150,8050,40750,2024-02-29,Valby
Townhouse,5,0,No,Yes,2024-05-01,19950,600,59850,19950,100350,2024-02-29,Vesterbro-Kongens Enghave
Apartment,4,3,No,Yes,2024-04-01,16950,1200,50850,16950,85950,2024-02-29,Vesterbro-Kongens Enghave
Apartment,4,2,No,Yes,2024-05-15,18895,975,56685,37790,114345,2024-02-28,Vesterbro-Kongens Enghave
Apartment,1,4,No,No,2024-03-31,10900,250,32700,10900,54750,2024-02-26,Valby
Apartment,3,1,No,No,2024-05-01,16500,500,49500,0,66500,2024-02-26,Østerbro
Apartment,4,1,No,No,2024-05-01,18750,700,56250,0,75700,2024-02-26,Østerbro
Apartment,1,6,Yes,No,2024-06-30,7700,400,23100,7700,38900,2024-02-26,Vesterbro-Kongens Enghave
Apartment,5,4,No,Yes,2024-06-01,19900,1450,59700,0,81050,2024-02-26,Vesterbro-Kongens Enghave
Apartment,4,7,Yes,Yes,2024-08-01,26000,1500,78000,,105500,2024-02-22,Indre By
Apartment,4,2,No,Yes,2024-03-31,16450,1000,49350,16450,83250,2024-02-22,Indre By
Apartment,2,2,Yes,Not specified,2024-04-01,11900,1500,35700,0,49100,2024-02-21,Indre By
Apartment,3,7,Yes,Yes,2024-10-01,32500,2500,97500,0,132500,2024-02-21,Vesterbro-Kongens Enghave
Apartment,3,0,No,Yes,2024-05-15,14550,1000,43650,14550,73750,2024-02-21,Vesterbro-Kongens Enghave
Apartment,3,1,No,No,2024-07-01,19700,1199,59100,19700,99699,2024-02-21,Vesterbro-Kongens Enghave
Apartment,3,3,No,Yes,2024-05-01,27800,1030,83400,27800,140030,2024-02-21,Indre By
Apartment,1,1,No,No,2024-04-01,7534,500,22602,7534,38170,2024-02-21,Bispebjerg
Apartment,2,2,Yes,No,2024-06-01,9800,500,29400,,39700,2024-02-20,Østerbro
Apartment,2,2,Yes,No,2024-05-01,12900,600,38700,,52200,2024-02-20,Indre By
Apartment,4,3,No,No,2024-04-01,20500,2500,60000,20000,103000,2024-02-20,Indre By
Apartment,4,0,Yes,Yes,2024-06-01,23800,850,71400,23800,119850,2024-02-18,Vesterbro-Kongens Enghave
Apartment,8,3,No,Not specified,2024-04-01,80000,,240000,80000,400000,2024-02-18,Østerbro
Apartment,1,1,No,Yes,2024-06-01,8950,500,26850,8950,45250,2024-02-16,Østerbro
Room,1,6,Yes,Not specified,2024-05-01,4200,600,8000,0,12800,2024-02-16,Østerbro
Apartment,2,5,Yes,No,2024-04-01,11000,1500,28500,11000,52000,2024-02-12,Østerbro
House,5,0,No,No,2024-04-01,34000,,102000,0,136000,2024-02-14,Østerbro
Apartment,1,2,Yes,No,2024-06-30,7800,400,23400,7800,39400,2024-02-14,Vesterbro-Kongens Enghave
Apartment,1,2,Yes,No,2024-06-30,7800,,23400,7800,39000,2024-02-14,Vesterbro-Kongens Enghave
Apartment,1,2,Yes,No,2024-06-30,7800,400,23400,7800,39400,2024-02-14,Vesterbro-Kongens Enghave
Apartment,1,1,Yes,No,2024-06-30,7750,150,23250,7750,38900,2024-02-14,Vesterbro-Kongens Enghave
Apartment,1,4,No,No,2024-05-01,8250,550,24750,8250,41800,2024-02-14,Vesterbro-Kongens Enghave
Apartment,3,3,Yes,No,2024-06-01,16000,1900,32000,32000,81900,2024-02-14,Indre By
Room,1,2,Yes,No,2024-04-03,5500,0,16500,5500,27500,2024-02-18,Østerbro
Apartment,5,4,No,Yes,2024-05-01,25950,1600,77850,25950,131350,2024-02-13,Vesterbro-Kongens Enghave
Apartment,3,4,Yes,No,2024-05-01,18995,1000,18995,18995,57985,2024-02-12,Østerbro
Apartment,5,4,Yes,Yes,2024-05-01,30000,,90000,0,120000,2024-02-09,Indre By
Apartment,1,2,Yes,No,2024-06-30,8200,400,24600,8200,41400,2024-02-06,Vesterbro-Kongens Enghave
Room,1,2,Yes,Yes,2024-05-01,6800,0,10000,0,16800,2024-02-05,Nørrebro
Townhouse,4,0,Yes,Yes,2024-04-03,20000,3500,40000,20000,83500,2023-12-29,Amager Vest
Room,1,5,Yes,Yes,2024-04-02,5500,0,9500,0,15000,2024-02-02,Vesterbro-Kongens Enghave
Apartment,4,1,No,Yes,2024-05-01,17400,1000,52200,17400,88000,2024-01-31,Bispebjerg
Apartment,1,10,Yes,Yes,2024-04-15,9900,798,19800,0,30498,2024-01-30,Vesterbro-Kongens Enghave
Apartment,3,4,No,Yes,2024-05-01,19500,1500,58500,39000,118500,2024-01-23,Indre By
Apartment,3,0,No,Yes,2024-04-14,16800,850,50400,16800,84850,2024-01-25,Nørrebro
Apartment,3,2,Yes,Yes,2024-04-01,22500,910,67500,,90910,2024-01-22,Indre By
Apartment,1,0,No,No,2024-05-01,7534,500,22602,7534,38170,2024-01-18,Bispebjerg
Apartment,4,1,No,Yes,2024-04-15,23900,1415,71700,23900,120915,2024-01-18,Østerbro
Apartment,2,1,No,Yes,2024-08-01,13000,600,39000,,52600,2024-01-17,Vesterbro-Kongens Enghave
Apartment,3,0,No,Yes,2024-04-15,17464,500,52392,17464,87820,2024-01-09,Vesterbro-Kongens Enghave
Apartment,5,1,No,Yes,2024-04-15,22795,650,68385,22795,114625,2024-01-09,Vesterbro-Kongens Enghave
Apartment,5,0,Yes,No,2024-05-09,22500,1000,67500,67500,158500,2024-01-09,Østerbro
Apartment,1,4,No,No,2024-03-31,10300,850,30900,10300,52350,2024-01-04,Vanløse
Apartment,3,2,Yes,Yes,2024-04-01,16500,1500,49500,16500,84000,2023-12-29,Østerbro
Apartment,5,3,Yes,No,2024-04-01,32000,1750,96000,,129750,2023-12-29,Nørrebro
Room,1,1,No,Yes,2024-04-01,6000,0,6000,0,12000,2023-10-08,Amager Øst
Apartment,1,3,No,Yes,2024-04-30,8400,400,25200,8400,42400,2024-02-14,Amager Vest
Apartment,4,1,No,Yes,2024-04-01,20500,1650,61500,20500,104150,2023-11-09,Valby
Room,1,5,No,No,2024-05-01,7000,0,21000,7000,35000,2024-03-21,Indre By
Apartment,1,4,No,No,2024-06-15,5860,175,17580,5860,29475,2024-03-18,Vesterbro-Kongens Enghave
Apartment,2,0,No,No,2024-06-01,12000,500,36000,24000,72500,2024-03-16,Vesterbro-Kongens Enghave
Apartment,1,1,Yes,No,2024-04-19,5800,200,2000,5800,13800,2024-03-15,Vanløse
Apartment,2,3,Yes,No,2024-05-01,5400,0,5400,0,10800,2024-03-15,Bispebjerg
Apartment,3,1,Yes,No,2024-04-01,11000,0,11000,11000,33000,2024-03-15,Bispebjerg
Apartment,4,4,Yes,Yes,2024-04-02,9000,0,18000,0,27000,2024-03-15,Nørrebro
Apartment,4,1,No,Yes,2024-06-01,16000,1000,48000,32000,97000,2024-03-14,Vesterbro-Kongens Enghave
Apartment,1,1,No,Yes,2024-05-31,7300,500,21900,7300,37000,2024-03-13,Brønshøj-Husum
Apartment,6,1,No,No,2024-04-01,23220,1100,69660,23220,117200,2024-03-14,Østerbro
Apartment,1,1,No,Yes,2024-05-31,7900,600,23700,7900,40100,2024-03-13,Valby
Apartment,1,3,No,Yes,2024-05-14,7500,500,22500,7500,38000,2024-03-13,Brønshøj-Husum
Apartment,1,1,Yes,No,2024-06-30,7750,400,23250,7750,39150,2024-03-11,Vesterbro-Kongens Enghave
Apartment,2,0,Yes,No,2024-04-01,10690,810,23000,10690,45190,2024-03-11,Vanløse
Apartment,3,4,Yes,Yes,2024-04-01,15000,,30000,,45000,2024-03-11,Østerbro
Apartment,2,3,Yes,Yes,2024-05-01,14800,900,14800,14800,45300,2024-03-11,Indre By
Apartment,1,2,No,No,2024-06-01,5568,175,16704,5568,28015,2024-03-09,Vesterbro-Kongens Enghave
Apartment,2,2,No,Yes,2024-05-01,13000,800,39000,0,52800,2024-03-07,Vesterbro-Kongens Enghave
Apartment,4,7,No,Yes,2024-05-15,18995,975,56985,37990,114945,2024-03-07,Vesterbro-Kongens Enghave
Apartment,1,2,No,Yes,2024-05-31,7900,600,23700,7900,40100,2024-03-06,Valby
Apartment,2,1,Yes,No,2024-04-01,16500,800,16500,0,33800,2024-03-06,Vesterbro-Kongens Enghave
Apartment,1,0,No,No,2024-05-31,7800,750,23400,7800,39750,2024-03-06,Vanløse
Apartment,1,2,No,No,2024-05-31,7800,750,23400,7800,39750,2024-03-06,Vanløse
Apartment,1,4,No,No,2024-05-01,8300,550,24900,8300,42050,2024-03-06,Vesterbro-Kongens Enghave
Room,1,0,No,Not specified,2024-04-01,5150,0,10300,0,15450,2024-03-06,Vanløse
Apartment,2,2,No,Yes,2024-06-01,11000,950,22000,33000,66950,2024-03-01,Valby
Apartment,2,2,No,Yes,2024-06-01,12950,800,38850,12950,65550,2024-02-29,Vesterbro-Kongens Enghave
Apartment,1,5,No,Yes,2024-04-30,11200,750,33600,11200,56750,2024-02-28,Valby
Apartment,1,1,No,Yes,2024-05-31,7500,735,22500,7500,38235,2024-02-28,Valby
Apartment,2,0,Yes,Yes,2024-05-01,17900,1000,53700,18500,91100,2024-02-28,Indre By
Apartment,1,1,Yes,No,2024-06-30,8150,400,24450,8150,41150,2024-02-27,Vesterbro-Kongens Enghave
Apartment,3,0,Yes,No,2024-04-15,14000,0,28000,14000,56000,2024-02-25,Østerbro
Room,1,0,Yes,No,2024-04-01,6000,500,6000,0,12500,2024-02-25,Østerbro
Apartment,1,3,No,No,2024-04-30,8100,750,24300,8100,41250,2024-02-21,Vanløse
Apartment,4,0,No,Yes,2024-05-10,14995,800,44985,44985,105765,2024-02-22,Bispebjerg
Apartment,1,2,No,No,2024-04-01,8200,550,24600,8200,41550,2024-02-22,Vesterbro-Kongens Enghave
Room,1,2,Yes,No,2024-09-01,6500,0,19500,0,26000,2024-02-19,Vesterbro-Kongens Enghave
Room,1,3,Yes,No,2024-04-01,1500,0,0,0,1500,2024-02-19,Østerbro
Apartment,5,3,Yes,Yes,2024-04-21,35000,900,35000,,70900,2024-02-19,Østerbro
Apartment,1,1,Yes,No,2024-06-30,7750,400,23250,7750,39150,2024-02-14,Vesterbro-Kongens Enghave
Apartment,1,0,No,Yes,2024-05-14,7400,735,22200,7400,37735,2024-02-13,Valby
Apartment,1,6,No,Yes,2024-05-14,7900,735,23700,7900,40235,2024-02-13,Valby
Apartment,4,0,No,No,2024-05-01,17500,1130,52500,17500,88630,2024-02-13,Valby
Room,1,2,No,Yes,2024-05-01,5500,0,11000,0,16500,2024-02-10,Vesterbro-Kongens Enghave
Apartment,1,2,Yes,No,2024-06-30,7400,400,22200,7400,37400,2024-02-07,Vesterbro-Kongens Enghave
Apartment,3,1,Yes,No,2024-04-15,10000,1500,30000,0,41500,2024-02-07,Valby
Apartment,2,0,No,Yes,2024-04-15,13500,1000,35700,35700,85900,2024-02-06,Østerbro
Apartment,3,4,No,Yes,2024-04-01,19900,500,59700,19900,100000,2024-02-06,Vesterbro-Kongens Enghave
Apartment,1,3,No,No,2024-04-01,8150,550,24450,8150,41300,2024-02-02,Vesterbro-Kongens Enghave
Apartment,1,5,Yes,No,2024-06-30,8850,400,26550,8850,44650,2024-01-30,Vesterbro-Kongens Enghave
Apartment,1,4,Yes,No,2024-06-30,7950,400,23850,7950,40150,2024-01-30,Vesterbro-Kongens Enghave
Apartment,1,3,Yes,No,2024-06-30,7900,400,23700,7900,39900,2024-01-30,Vesterbro-Kongens Enghave
Apartment,3,5,No,Yes,2024-04-01,21910,1600,65730,21910,111150,2024-01-23,Indre By
Apartment,3,6,Yes,Yes,2024-04-01,25000,2000,75000,0,102000,2024-01-23,Indre By
Apartment,5,4,No,Yes,2024-04-15,22945,650,68835,22945,115375,2024-01-09,Vesterbro-Kongens Enghave
Apartment,3,1,No,Yes,2024-04-15,17464,500,52392,17464,87820,2024-01-09,Vesterbro-Kongens Enghave
Apartment,5,5,No,Yes,2024-04-15,22995,650,68985,22995,115625,2024-01-09,Vesterbro-Kongens Enghave
Apartment,3,3,No,Yes,2024-04-15,17564,500,52692,17564,88320,2024-01-09,Vesterbro-Kongens Enghave
Apartment,5,0,No,Yes,2024-04-15,22611,650,67833,22611,113705,2024-01-09,Vesterbro-Kongens Enghave
Apartment,3,5,Yes,Yes,2024-05-01,25000,0,75000,0,100000,2024-01-08,Østerbro
Room,1,0,Yes,Yes,2024-04-03,4800,0,9600,0,14400,2024-03-06,Vanløse
Apartment,1,2,No,No,2024-04-01,8250,550,24750,8250,41800,2023-12-06,Vesterbro-Kongens Enghave
Room,1,1,Yes,No,2024-06-01,5500,0,5500,0,11000,2023-10-04,Indre By
Room,1,0,No,Yes,2024-05-01,7700,0,22500,0,30200,2023-05-24,Vesterbro-Kongens Enghave
Apartment,4,2,No,Yes,2024-06-01,25900,1400,77700,25900,130900,2024-02-08,Indre By
Apartment,4,0,No,No,2024-09-01,22000,0,22000,22000,66000,2024-03-21,Østerbro
Room,1,0,Yes,No,2024-04-03,4600,0,9200,0,13800,2024-03-06,Vanløse
Apartment,1,2,No,No,2024-06-01,8150,550,24450,8150,41300,2024-03-20,Vesterbro-Kongens Enghave
Apartment,2,0,Yes,No,2024-04-01,22500,750,22500,0,45750,2024-03-20,Vesterbro-Kongens Enghave
Room,1,0,No,No,2024-05-01,3600,0,10800,0,14400,2024-03-20,Østerbro
Apartment,1,2,No,Yes,2024-04-15,8950,400,26850,8950,45150,2024-03-19,Nørrebro
Apartment,3,4,No,Yes,2024-04-01,22500,1500,67500,22500,114000,2024-03-19,Indre By
Apartment,4,1,No,No,2024-07-01,29500,1400,88500,29500,148900,2024-03-19,Indre By
Apartment,4,1,No,Yes,2024-06-01,20000,1700,60000,20000,101700,2024-03-19,Vesterbro-Kongens Enghave
Apartment,4,3,No,Yes,2024-05-31,14500,1100,43500,14500,73600,2024-03-18,Brønshøj-Husum
Apartment,3,5,No,Not specified,2024-05-01,21000,1000,63000,,85000,2024-03-15,Indre By
Apartment,5,3,No,No,2024-04-01,18000,1500,54000,54000,127500,2024-03-13,Østerbro
Apartment,4,1,No,Yes,2024-06-01,17900,1000,53700,17900,90500,2024-03-12,Valby
Apartment,4,4,No,Yes,2024-05-01,17600,1000,52800,17600,89000,2024-03-12,Valby
Apartment,5,3,No,Yes,2024-05-01,16750,1400,50250,50250,118650,2024-03-12,Bispebjerg
Room,1,0,Yes,No,2024-04-01,6400,180,6400,6400,19380,2024-03-12,Østerbro
Apartment,1,2,No,No,2024-05-15,5668,175,17004,5668,28515,2024-03-12,Vesterbro-Kongens Enghave
Apartment,2,0,Yes,Yes,2024-05-01,12997,1100,38991,38991,92079,2024-03-11,Amager Vest
Apartment,3,2,No,Yes,2024-05-31,14500,950,43500,14500,73450,2024-03-11,Valby
Room,1,2,Yes,Yes,2024-05-01,4920,710,12630,4910,23170,2024-03-11,Indre By
Apartment,2,0,No,No,2024-09-01,12100,750,36300,12100,61250,2024-03-11,Valby
Apartment,2,0,No,No,2024-09-01,11900,750,35700,11900,60250,2024-03-11,Valby
Apartment,3,2,No,Yes,2024-05-01,17000,1000,51000,51000,120000,2024-03-11,Østerbro
Apartment,2,1,Yes,Yes,2024-06-01,21000,,63000,,84000,2024-03-08,Indre By
Apartment,1,8,Yes,Yes,2024-04-15,10250,798,20500,0,31548,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,3,No,Yes,2024-05-31,7700,735,23100,7700,39235,2024-03-04,Valby
Apartment,4,2,No,Yes,2024-06-01,17400,1127,52200,17400,88127,2024-02-29,Vesterbro-Kongens Enghave
Apartment,4,3,No,Yes,2024-07-01,23600,1343,70800,23600,119343,2024-02-27,Vesterbro-Kongens Enghave
Apartment,3,2,No,Yes,2024-03-31,12700,1200,38100,12700,64700,2024-02-27,Brønshøj-Husum
Apartment,1,3,No,No,2024-05-01,8250,550,24750,8250,41800,2024-02-27,Vesterbro-Kongens Enghave
Apartment,4,2,No,Yes,2024-04-01,17460,1970,52380,17460,89270,2024-02-26,Vesterbro-Kongens Enghave
Townhouse,4,0,No,Yes,2024-06-01,16095,700,48285,16095,81175,2024-02-26,Vanløse
Apartment,3,0,No,No,2024-05-01,15950,1300,47850,15950,81050,2024-02-22,Nørrebro
Apartment,2,5,No,No,2024-04-01,10750,650,32250,10750,54400,2024-02-22,Vesterbro-Kongens Enghave
Apartment,3,0,No,No,2024-05-01,14300,1040,42900,14300,72540,2024-02-21,Vesterbro-Kongens Enghave
Room,1,3,Yes,Yes,2024-05-01,7000,0,14000,7000,28000,2024-02-21,Vesterbro-Kongens Enghave
Apartment,1,4,No,Yes,2024-04-30,7800,600,23400,7800,39600,2024-02-21,Valby
Room,1,1,No,No,2024-05-01,5000,500,5000,10000,20500,2024-02-20,Vesterbro-Kongens Enghave
Apartment,1,1,No,No,2024-05-01,8400,300,25200,8400,42300,2024-02-19,Vesterbro-Kongens Enghave
Apartment,1,1,No,Yes,2024-05-01,8950,500,26850,8950,45250,2024-02-16,Østerbro
Apartment,4,3,No,No,2024-04-15,19950,1000,59850,19950,100750,2024-02-16,Indre By
Apartment,3,1,No,Yes,2024-05-31,17200,1400,51600,17200,87400,2024-02-16,Vesterbro-Kongens Enghave
Apartment,1,0,No,Not specified,2024-06-01,8995,500,26985,8995,45475,2024-02-14,Bispebjerg
Room,1,4,No,No,2024-04-01,6100,0,18300,6100,30500,2024-02-09,Valby
Apartment,3,2,No,Yes,2024-05-01,15146,900,45438,30292,91777,2024-02-09,Valby
Apartment,1,1,No,No,2024-05-01,6670,740,20010,6670,34090,2024-02-09,Bispebjerg
Apartment,6,5,No,Not specified,2024-04-01,22000,,66000,,88000,2024-02-08,Indre By
Apartment,3,5,No,Yes,2024-05-01,17700,1200,53100,35400,107400,2024-02-08,Østerbro
Apartment,3,1,Yes,Yes,2024-05-01,15500,0,20000,0,35500,2024-02-07,Vesterbro-Kongens Enghave
Apartment,4,2,Yes,Yes,2025-04-14,29000,0,29000,0,58000,2024-02-06,Vesterbro-Kongens Enghave
Apartment,1,5,Yes,No,2024-06-30,8450,400,25350,8450,42650,2024-02-06,Vesterbro-Kongens Enghave
Apartment,1,15,Yes,Yes,2024-04-15,9900,798,19800,0,30498,2024-01-30,Vesterbro-Kongens Enghave
Apartment,1,4,No,No,2024-04-30,7950,750,23850,7950,40500,2024-01-28,Vanløse
Room,1,6,Yes,Yes,2024-06-01,7500,0,7500,0,15000,2024-01-27,Indre By
Apartment,3,5,Yes,Yes,2024-05-01,18000,0,40000,18000,76000,2024-01-26,Indre By
Apartment,1,1,Yes,No,2024-06-30,7750,400,23250,7750,39150,2024-01-26,Vesterbro-Kongens Enghave
Apartment,1,1,Yes,No,2024-06-30,7750,400,23250,7750,39150,2024-01-26,Vesterbro-Kongens Enghave
Apartment,1,1,Yes,No,2024-06-30,8550,400,25650,8550,43150,2024-01-26,Vesterbro-Kongens Enghave
Apartment,1,1,Yes,No,2024-06-30,8550,400,25650,8550,43150,2024-01-26,Vesterbro-Kongens Enghave
Apartment,1,4,Yes,No,2024-06-30,8750,400,26250,8750,44150,2024-01-26,Vesterbro-Kongens Enghave
Apartment,1,1,Yes,No,2024-06-30,8350,450,25050,8350,42200,2024-01-26,Vesterbro-Kongens Enghave
Apartment,1,3,Yes,No,2024-06-30,8700,400,26100,8700,43900,2024-01-26,Vesterbro-Kongens Enghave
Apartment,1,2,Yes,No,2024-06-30,8600,400,25800,8600,43400,2024-01-26,Vesterbro-Kongens Enghave
Apartment,1,1,No,No,2024-04-01,8400,300,25200,8400,42300,2024-01-11,Vesterbro-Kongens Enghave
Apartment,3,0,No,No,2024-04-15,19500,1500,58500,,79500,2024-01-02,Østerbro
Apartment,1,2,No,No,2024-05-01,7735,500,23205,7735,39175,2023-12-19,Bispebjerg
Apartment,4,1,No,Yes,2024-07-01,16600,1300,49800,16600,84300,2024-03-19,Vesterbro-Kongens Enghave
Apartment,2,1,No,Yes,2024-06-01,13350,800,40050,13350,67550,2024-03-19,Vesterbro-Kongens Enghave
Apartment,4,3,No,Yes,2024-06-01,18950,1300,56850,18950,96050,2024-03-19,Vesterbro-Kongens Enghave
Apartment,4,2,No,Yes,2024-06-01,16700,1100,50100,16700,84600,2024-03-19,Vesterbro-Kongens Enghave
Room,1,1,Yes,No,2024-05-01,3500,0,7000,0,10500,2024-03-19,Vesterbro-Kongens Enghave
Apartment,1,1,No,Yes,2024-05-14,7300,550,21900,7300,37050,2024-03-19,Brønshøj-Husum
Apartment,1,1,No,Yes,2024-05-31,7300,550,21900,7300,37050,2024-03-19,Brønshøj-Husum
Townhouse,5,0,Yes,Yes,2024-05-01,49500,0,148500,49500,247500,2024-03-14,Vesterbro-Kongens Enghave
Townhouse,3,0,Yes,Yes,2024-06-21,18000,0,36000,18000,72000,2024-03-10,Vanløse
Apartment,1,1,No,Yes,2024-05-31,7300,500,21900,7300,37000,2024-03-12,Brønshøj-Husum
Apartment,1,4,No,No,2024-06-15,10600,600,31800,10600,53600,2024-03-12,Vanløse
Apartment,1,5,Yes,No,2024-06-30,8450,400,25350,8450,42650,2024-03-11,Vesterbro-Kongens Enghave
Apartment,1,2,No,No,2024-06-01,6558,225,19674,6558,33015,2024-03-07,Vesterbro-Kongens Enghave
Apartment,2,0,No,No,2024-04-01,16000,1300,48000,16000,81300,2024-03-01,Indre By
Apartment,1,2,No,No,2024-04-30,7800,750,23400,7800,39750,2024-02-21,Vanløse
Apartment,1,16,Yes,Yes,2024-04-15,9900,798,19800,0,30498,2024-02-22,Vesterbro-Kongens Enghave
Apartment,5,3,No,No,2024-05-01,32800,1500,98400,32800,165500,2024-02-22,Indre By
Apartment,4,2,No,Yes,2024-05-31,17600,1100,52800,17600,89100,2024-02-15,Valby
Apartment,4,0,No,Yes,2024-04-15,23250,1345,69750,23250,117595,2024-02-15,Østerbro
Apartment,4,10,No,Yes,2024-06-01,16200,1105,48600,16200,82105,2023-09-29,Amager Vest
Apartment,3,2,No,Yes,2024-04-03,15100,450,45300,15100,75950,2024-03-04,Vesterbro-Kongens Enghave
Room,1,0,No,No,2024-04-03,4500,0,4500,0,9000,2024-02-29,Vanløse
Apartment,3,5,No,Yes,2024-04-03,18950,1270,56850,18950,96020,2024-02-28,Indre By
Apartment,1,1,No,No,2024-04-03,8000,550,24000,8000,40550,2024-02-28,Vesterbro-Kongens Enghave
Apartment,2,3,No,Yes,2024-04-03,13400,1100,40200,13400,68100,2024-02-28,Indre By
Room,1,2,Yes,No,2024-04-03,3450,0,0,0,3450,2024-02-26,Bispebjerg
Apartment,7,3,No,Yes,2024-04-03,37458,2000,112374,112374,264206,2024-02-25,Østerbro
Apartment,3,2,Yes,Yes,2024-04-03,23000,958,69000,,92958,2024-02-25,Vesterbro-Kongens Enghave
Apartment,6,1,No,Yes,2024-04-03,60000,2500,180000,180000,422500,2024-02-19,Østerbro
Room,1,4,No,Yes,2024-04-03,3500,0,3500,3500,10500,2024-02-19,Bispebjerg
Apartment,5,1,No,No,2024-04-03,23264,717,69792,69792,163565,2024-02-14,Indre By
Apartment,3,3,No,Yes,2024-04-03,18950,1600,56850,0,77400,2024-02-11,Østerbro
House,7,0,No,Yes,2024-04-03,26380,4500,0,26380,57260,2024-02-11,Valby
Apartment,3,1,No,No,2024-04-03,19900,1310,59700,,80910,2024-02-11,Østerbro
Apartment,4,4,No,No,2024-04-03,25000,1800,75000,75000,176800,2024-02-07,Indre By
Room,1,3,Yes,Yes,2024-04-03,6500,0,13000,0,19500,2024-02-05,Østerbro
Apartment,3,4,No,Yes,2024-04-03,17950,920,53850,17950,90670,2024-02-02,Indre By
Apartment,3,4,No,Yes,2024-04-03,15150,570,45450,15150,76320,2024-02-02,Indre By
Apartment,5,7,No,No,2024-04-03,25254,1400,75762,25254,127670,2024-02-02,Indre By
Apartment,1,2,No,Yes,2024-04-03,8000,500,24000,8000,40500,2024-02-02,Valby
Apartment,1,3,No,No,2024-04-03,8200,550,24600,8200,41550,2024-01-31,Vesterbro-Kongens Enghave
Apartment,2,0,No,No,2024-04-03,10500,1000,12000,0,23500,2024-01-30,Vesterbro-Kongens Enghave
Apartment,4,5,No,Yes,2024-04-03,17800,1350,53400,17800,90350,2023-10-02,Amager Vest
Apartment,5,1,Yes,Yes,2024-04-03,55000,1500,165000,55000,276500,2024-01-15,Indre By
Apartment,1,1,No,Yes,2024-04-03,8440,500,25320,8440,42700,2024-01-08,Bispebjerg
Room,1,0,No,No,2024-04-03,3800,0,7600,0,11400,2024-01-07,Vanløse
Apartment,4,4,No,Yes,2024-04-03,23900,2000,71700,23900,121500,2024-01-04,Indre By
Apartment,2,0,Yes,No,2024-07-15,14000,0,2000,0,16000,2021-12-27,Østerbro
